ES_CRUCE,ES_FINDE,HORA_SIN,HORA_COS,MES_SIN,MES_COS,CPFA Granizo,CPFA Hielo,CPFA Lluvia,CPFA Niebla,CPFA Nieve,CPSV Mojada,CPSV Aceite,CPSV Barro,CPSV Grava Suelta,CPSV Hielo,TASA_GRAVEDAD_HIST_DISTRITO,PCT_HIST_PEATON_DISTRITO,PCT_HIST_MOTO_DISTRITO,INCLUYE_MOTO,INCLUYE_BICI,VIA_AUTOVIA,VIA_AVENIDA,VIA_CARRETERA,VIA_GLORIETA,VIA_OTROS,VIA_PASEO,VIA_PLAZA,VIA_RONDA,ACC_ATROPELLO,ACC_CAÍDA BICICLETA,ACC_CAÍDA CICLOMOTOR,ACC_CAÍDA MOTOCICLETA,ACC_CAÍDA VIAJERO BUS,ACC_CHOQUE CON OBJETO FIJO,ACC_COLISIÓN MÚLTIPLE,ACC_OTRAS CAUSAS,ACC_VUELCO,INCLUYE_PEATON,INCLUYE_EDAD_RIESGO,N_PERSONAS_IMPLICADAS,N_VICTIMAS_LOG
1,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.11078368181616359,0.23470535887702695,0.17361377217556637,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6931471805599453
0,0,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.10300279822320263,0.13367188897419202,0.3323574957383382,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
0,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.10544203839818947,0.20076505793346605,0.3083476168393202,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
0,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09072442711455958,0.16207043620837291,0.580163876574654,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
1,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10544203839818947,0.20076505793346605,0.3083476168393202,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
1,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09978034172539504,0.1505593087905991,0.34044525242178386,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.6931471805599453
1,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09534037744727134,0.17566929549888494,0.5197004241156061,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.6931471805599453
0,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.10258356761028092,0.15905557317110153,0.32612548372828953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6931471805599453
0,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10173735260281652,0.14238888002233444,0.33729741044927,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.11478930911812761,0.21628103041482516,0.297741031802145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0986122886681098
1,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.08639919946852176,0.20365649989660253,0.23577216664009162,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.6931471805599453
0,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09833516303592874,0.14827998336144266,0.33272134815924737,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.0875773852308134,0.16318738090502016,0.5718912393003956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.11322986591459773,0.20020458462205895,0.2647349573840883,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.08806811453815233,0.1230378846034989,0.5335637859226566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6931471805599453
1,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09905848314942203,0.23125179318461891,0.17890741213490727,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0.6931471805599453
0,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09062418466582126,0.11978533236435793,0.5158916054967706,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
1,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09506870401787074,0.13973533583575734,0.4055978522356578,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0986122886681098
0,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.10340265804896874,0.1800853163200431,0.28229045491857513,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
1,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0.11416916091551574,0.2114561334529362,0.2996196693267129,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.6931471805599453
0,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0.10664166027618371,0.15568927614258377,0.3572510660278801,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0.6931471805599453
1,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.1118381755051235,0.14624399304792846,0.2925732812827163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0986122886681098
1,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.10253973560841621,0.1990681892243989,0.3105498926137535,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0.6931471805599453
0,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09062418466582126,0.11978533236435793,0.5158916054967706,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
1,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09594419464446405,0.1544714503539465,0.5829554400497395,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
1,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09534037744727134,0.17566929549888494,0.5197004241156061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.1151142777499761,0.19970983487637248,0.2700867442997228,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.6931471805599453
0,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.08886229908724926,0.11733161494341802,0.5124740681899149,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09715562966929997,0.13797606652155492,0.3304985528410311,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.6931471805599453
0,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.11754643763004816,0.15291687550310598,0.2956236742050293,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.6931471805599453
1,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10253580545427325,0.13233394348309016,0.4268089737218445,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.6931471805599453
1,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09072442711455958,0.16207043620837291,0.580163876574654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6931471805599453
0,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.11322986591459773,0.20020458462205895,0.2647349573840883,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6931471805599453
1,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.0931245523831162,0.12148784360489212,0.5073833087820133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09546736868598961,0.15796360502027407,0.577573339886198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0986122886681098
0,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.0942476940667664,0.14256611437112326,0.41073421001313126,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.0986122886681098
0,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.11478930911812761,0.21628103041482516,0.297741031802145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1.0986122886681098
1,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.08961668840012121,0.1266060155019922,0.5333400836020785,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.08819872059380662,0.10765737395966805,0.37271928914370833,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1.0986122886681098
1,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09627067558239408,0.15100691864662208,0.345325794660751,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.0964718474351353,0.15754853217564654,0.34885122003454644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.6931471805599453
0,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.0964718474351353,0.15754853217564654,0.34885122003454644,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0.6931471805599453
0,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.0931245523831162,0.12148784360489212,0.5073833087820133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09067748195479222,0.1508325584430207,0.4035570484585672,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.10300279822320263,0.13367188897419202,0.3323574957383382,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0.6931471805599453
1,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09122873672563982,0.16843478149890193,0.526244904357194,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1.0986122886681098
1,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.08806811453815233,0.1230378846034989,0.5335637859226566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.0974912053755497,0.12735749278777303,0.42834136126919714,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6931471805599453
1,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.0875773852308134,0.16318738090502016,0.5718912393003956,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,0.25881904510252074,0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.0909153826492537,0.12478552751597988,0.5352613593898768,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
1,0,0.9659258262890683,0.25881904510252074,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.10330352980330393,0.19929368663471528,0.3085898768684483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.0986122886681098
0,0,0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09730930848104523,0.13643239406909818,0.4255507897085773,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.10330352980330393,0.19929368663471528,0.3085898768684483,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.6931471805599453
0,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09657659305489544,0.15920696792204367,0.5771105897887012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.08819872059380662,0.10765737395966805,0.37271928914370833,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0.6931471805599453
0,0,0.8660254037844387,-0.4999999999999998,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09406755023166644,0.11259191942602836,0.4315055505745748,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0.6931471805599453
0,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0.10330352980330393,0.19929368663471528,0.3085898768684483,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.0869304262351002,0.10678240859729675,0.37796494983196793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0986122886681098
1,0,0.7071067811865476,-0.7071067811865475,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09266143731060038,0.10826347396808313,0.43948226067096285,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1.3862943611198906
0,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09736145265914467,0.19416989565816772,0.5033904379109797,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1.0986122886681098
0,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09330646650950797,0.14163111250151564,0.4068432791519619,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
0,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09095280554681291,0.10986255795763765,0.378575211433855,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09444377019525066,0.17088459114520432,0.5288110977186713,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1.0986122886681098
1,0,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09410414734654961,0.1263176346137376,0.42299270515868787,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,1.3862943611198906
0,0,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.0982831564999611,0.1555717034945703,0.3360463264658299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1.0986122886681098
0,0,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.08806811453815233,0.1230378846034989,0.5335637859226566,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
0,0,0.258819045102521,-0.9659258262890682,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,1,0,0,0,0,0.10730807787846473,0.21381571914659878,0.2693576874062055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.6094379124341003
0,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09546736868598961,0.15796360502027407,0.577573339886198,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09406755023166644,0.11259191942602836,0.4315055505745748,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09193801394500357,0.12429231590048145,0.5365647071033239,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
0,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.08961668840012121,0.1266060155019922,0.5333400836020785,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0.6931471805599453
1,0,1.2246467991473532e-16,-1.0,-0.8660254037844386,0.5000000000000001,0,0,0,1,0,1,0,0,0,0,0.12106070182274961,0.1441464345737915,0.28838051910953977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,1.0986122886681098
0,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09777071504813924,0.19940603102860446,0.5069290422560884,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1.0986122886681098
0,0,-0.2588190451025208,-0.9659258262890683,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09270691903460815,0.1202502101831678,0.5184074466703622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1.3862943611198906
1,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.0905519978570965,0.14705330058225669,0.4087647387899131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.6931471805599453
0,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0.09330646650950797,0.14163111250151564,0.4068432791519619,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6931471805599453
1,0,-0.7071067811865471,-0.7071067811865479,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.0875773852308134,0.16318738090502016,0.5718912393003956,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.6931471805599453
0,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09270691903460815,0.1202502101831678,0.5184074466703622,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.8660254037844385,-0.5000000000000004,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.0909153826492537,0.12478552751597988,0.5352613593898768,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
0,0,-0.9659258262890683,-0.25881904510252063,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09657659305489544,0.15920696792204367,0.5771105897887012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09754819621888922,0.2205487803136708,0.23358757219220555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1.6094379124341003
1,0,-1.0,-1.8369701987210297e-16,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.1109697461326242,0.22754604357646618,0.1748221247711968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6931471805599453
0,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.1045437464626812,0.19449802831624272,0.27124343271214124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0.6931471805599453
1,0,-0.9659258262890684,0.2588190451025203,-0.8660254037844386,0.5000000000000001,0,0,0,0,0,0,0,0,0,0,0.09116475653412213,0.16413794153749012,0.5289189361503376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1.0986122886681098
1,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09864884780923897,0.1099011132539559,0.43803614057738466,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.6931471805599453
1,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.0969148146948243,0.22115556105330295,0.23385557570305446,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
0,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.09072442711455958,0.16207043620837291,0.580163876574654,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0.6931471805599453
0,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.0942476940667664,0.14256611437112326,0.41073421001313126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,-0.7071067811865477,0.7071067811865474,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.10754982005536629,0.22490572438682205,0.18124927059823617,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0.6931471805599453
1,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.11959476979126067,0.20359332228020893,0.2681806981155328,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.6931471805599453
1,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0.08961668840012121,0.1266060155019922,0.5333400836020785,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.6931471805599453
0,0,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.08961668840012121,0.1266060155019922,0.5333400836020785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0.6931471805599453
1,0,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.0964718474351353,0.15754853217564654,0.34885122003454644,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.6931471805599453
1,0,-0.25881904510252157,0.9659258262890681,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,0,0,0,0,0,0.10868444635598955,0.1621668802075975,0.34412583039506733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.6931471805599453
1,0,0.0,1.0,-0.8660254037844386,0.5000000000000001,0,0,1,0,0,1,0,0,0,0,0.10253580545427325,0.13233394348309016,0.4268089737218445,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6931471805599453
